"id","latitude","longitude","Label"
"YSP","48.7553","-86.3444","MARATHON"
"YBW","48.75","-123.2330","  Bedwell Harbor"
"TNF","48.7497","2.1111","TOUSSUS/LE NOBLE"
"TNZ","48.7397","98.2753","Tosontsengel"
"BDE","48.7284","-94.6122","BAUDETTE INTL"
"ORY","48.7233","2.3794","Paris Orly Apt                          "
"IGS","48.7157","11.5340","INGOLSTADT MANCHING"
"ESD","48.7082","-122.9105","Eastsound"
"ENC","48.6922","6.2261","NANCY/ESSEY"
"STR","48.6899","9.2220","Stuttgart Airport"
"ZWS","48.6899","9.2220","STUTTGART/TRAIN STATION"
"ZFQ","48.6833","1.1000","XXX"
"KSC","48.6631","21.2411","Kosice                                  "
"YAG","48.6542","-93.4397","Fort Frances                            "
"YYJ","48.6469","-123.4258","Victoria International Apt              "
"RSJ","48.6457","-122.8680","Rosario"
"SLD","48.6381","19.1342","SLIAC"
"WSX","48.6179","-122.9527","Westsound"
"RCE","48.6123","-123.1385","Roche Harbor"
"YYY","48.6086","-68.2081","Mont Joli                               "
"CTB","48.6083","-112.3761","CUT BANK MUNI"
"FPM","48.6053","2.6708","MELUN/VILLAROCHE"
"MXN","48.6008","-3.8167","MORLAIX/PLOUJEAN"
"DNR","48.5878","-2.0800","Dinard/St-Malo                          "
"XWG","48.5844","7.7486","Strasbourg Rail Stn"
"GVN","48.58","140.1800","Sovetskaya Gavan"
"YTS","48.5697","-81.3767","Timmins"
"INL","48.5662","-93.4031","International Falls"
"FBS","48.5436","-123.0061","Friday Harbor SPB"
"HVR","48.5431","-109.7622","Havre"
"SXB","48.5419","7.6344","Strasbourg"
"SBK","48.5375","-2.8567","SAINT BRIEUC/ARMOR"
"LDV","48.5303","-4.1517","LANDIVISIAU"
"KHV","48.5267","135.1867","Khabarovsk"
"YRJ","48.52","-72.2656","ROBERVAL"
"YTF","48.5089","-71.6419","ALMA"
"LPS","48.4839","-122.9377","Lopez Island"
"YXK","48.4781","-68.4969","RIMOUSKI/RICHELIEU"
"BES","48.4472","-4.4217","Brest"
"AGB","48.4252","10.9318","Munich Augsburg Apt"
"YWH","48.4228","-123.3875","Victoria Inner Harbour Apt"
"VSG","48.4181","39.3761","LUHANSK"
"YQT","48.3719","-89.3239","Thunder Bay"
"LHA","48.3693","7.8277","LAHR"
"DNK","48.3572","35.1006","Dnipropetrovsk"
"MUC","48.3538","11.7861","Munich International Airport            "
"NUW","48.3518","-122.6559","WHIDBEY ISLAND NAS"
"YBG","48.3306","-70.9964","Bagotville"
"QYR","48.3217","4.0167","TROYES/BARBEREY"
"FCA","48.3105","-114.2560","Kalispell"
"CWC","48.26","25.9817","CHERNIVTSI"
"MOT","48.2594","-101.2803","Minot International Apt"
"ODW","48.2515","-122.6737","  Oak Harbor"
"LNZ","48.2353","14.1881","Linz Blue Danube"
"GGW","48.2125","-106.6147","Glasgow"
"YKX","48.2103","-79.9814","KIRKLAND"
"YUY","48.2061","-78.8356","Rouyn"
"FEL","48.2057","11.2670","FUERSTENFELDBRUCK"
"ISN","48.1783","-103.6417","Williston"
"BTS","48.17","17.2128","Bratislava"
"COQ","48.15","114.6667","Choibalsan"
"ZFJ","48.15","4.8500","XXX"
"ZMU","48.1394","11.5609","Munich Rail (DE)"
"CLM","48.1202","-123.4997","Port Angeles                            "
"DVL","48.1142","-98.9088","DEVILS LAKE MUNI"
"CMR","48.1103","7.3592","COLMAR/HOUSSEN"
"VIE","48.1103","16.5697","Vienna International"
"OLF","48.0944","-105.5917","Wolf Point"
"OBF","48.0831","11.2833","OBERPFAFFENHOFEN"
"DOK","48.0736","37.7397","Donetsk"
"RNS","48.0719","-1.7322","Rennes St Jacques Airport"
"YVB","48.0711","-65.4603","Bonaventure"
"YVO","48.0539","-77.7825","Val D'Or                                "
"KWG","48.0433","33.2100","KRIVYI RIH/LOZOVATKA"
"LVA","48.0322","-0.7428","LAVAL/ENTRAMMES"
"QFB","48.01","7.8200","Freiburg Stn. (DE)"
"YCL","47.9908","-66.3303","Charlo"
"FMM","47.9888","10.2395","Memmingen                               "
"ORE","47.9878","1.7606","ORLEANS/BRICY"
"YXZ","47.9667","-84.7867","WAWA"
"RDR","47.9611","-97.4011","GRAND FORKS AFB"
"HVD","47.9541","91.6282","Khovd                                   "
"GFK","47.9493","-97.1761","Grand Forks                             "
"LME","47.9486","0.2017","LE MANS/ARNAGE"
"UIL","47.9365","-124.5626","QUILLAYUTE"
"PAE","47.9063","-122.2816","EVERETT/SNOHOMISH CO"
"OZH","47.8672","35.3164","Zaporizhia"
"AUF","47.8464","3.4967","AUXERRE/BRANCHES"
"ULN","47.8426","106.7671","Ulaanbaatar"
"BZY","47.8383","27.7817","BALTI INTL"
"YLD","47.82","-83.3467","CHAPLEAU"
"SZG","47.7944","13.0033","Salzburg W A Mozart"
"COE","47.7743","-116.8196","COEUR D ALENE AIR TERMINAL"
"YRI","47.7644","-69.5847","RIVIERE-DU-LOUP"
"LRT","47.7606","-3.4400","Lorient"
"KEH","47.7548","-122.2593","Kenmore Air Harbor"
"AAT","47.72","88.1500","Altay                                   "
"VNE","47.7192","-2.7233","VANNES/MEUCON"
"LDS","47.7149","128.8143","Yichun"
"ULZ","47.7147","96.8472","Uliastai"
"DZN","47.7089","67.7392","Zhezkazgan"
"SDY","47.7069","-104.1926","Sidney"
"SUJ","47.7034","22.8856","Satu Mare"
"KJI","47.7","86.8700","Buerjin City"
"SFF","47.6828","-117.3226","SPOKANE/FELTS FIELD"
"XBQ","47.6797","1.2058","BLOIS/LE BREUIL"
"FDH","47.6713","9.5115","Friedrichshafen"
"BAY","47.6583","23.4662","Baia Mare                               "
"ZBF","47.6297","-65.7389","Bathurst                                "
"QGY","47.6246","17.8138","GYOER-PER"
"GEG","47.6198","-117.5337","Spokane International Apt               "
"YYT","47.6186","-52.7525","St Johns                                "
"SKA","47.6151","-117.6558","FAIRCHILD AFB"
"MLH","47.61","7.5292","Mulhouse"
"ZDH","47.6","7.5200","Basel/Mulhouse Rail (CH)"
"BSL","47.59","7.5292","Basel"
"ANE","47.5603","-0.3122","ANGERS/MARCE"
"BFI","47.53","-122.3020","Seattle Boeing Field"
"BJI","47.5094","-94.9337","Bemidji"
"GFA","47.5046","-111.1873","GREAT FALLS/MALMSTROM AFHP"
"RNT","47.4933","-122.2150","RENTON MUN"
"DEB","47.4889","21.6153","Debrecen                                "
"XMF","47.4867","6.7914","MONTBELIARD/COURCELLES"
"SZI","47.4865","84.8874","Zaysan"
"QXG","47.48","-0.6000","Angers Rail (FR)"
"ZRH","47.4583","8.5481","Zurich Airport"
"BUD","47.4393","19.2618","Budapest"
"TUF","47.4319","0.7231","Tours Val de Loire Airport"
"YGR","47.4247","-61.7781","Iles de la Madeleine                    "
"YLQ","47.4097","-72.7889","LA TUQUE"
"EAT","47.3984","-120.2062","Wenatchee"
"XSH","47.39","0.6800","Tours Rail FR"
"HIB","47.3867","-92.8389","Hibbing/Chisholm"
"HOH","47.3853","9.7006","HOHENEMS/DORNBIRN"
"JDN","47.3287","-106.9527","JORDAN"
"SNR","47.3106","-2.1567","St-Nazaire                              "
"EPH","47.3075","-119.5158","EPHRATA MUNI"
"YIE","47.3","119.8800","Aershan"
"WFK","47.2856","-68.3128","FRENCHVILLE NORT.AROOSTOOK REG"
"TIW","47.2679","-122.5781","TACOMA NARROWS"
"DIJ","47.2658","5.0950","Dijon"
"INN","47.2603","11.3439","Innsbruck                               "
"ROV","47.2583","39.8200","Rostov"
"XSU","47.2567","-0.1136","SAUMUR/ST. FLORENT"
"KHR","47.2467","102.8261","  Kharkhorin"
"NDG","47.2383","123.9183","Qiqihar"
"SHN","47.2336","-123.1476","SHELTON - SANDERSON FIELD"
"GPZ","47.2111","-93.5098","GRAND RAPIDS/ITASCA CO NEWSTRO"
"MWH","47.2077","-119.3202","MOSES LAKE/GRANT COUNTY INTL"
"QBQ","47.2053","6.0806","BESANCON/LA VEZE"
"TGK","47.1981","38.8489","Taganrog"
"ZHI","47.1814","7.4164","GRENCHEN"
"IAS","47.1788","27.6200","Iasi"
"CMX","47.1683","-88.4883","Hancock"
"QJZ","47.1667","-1.6167","Nantes Rail (FR)"
"YSL","47.1575","-67.8347","ST. LEONARD"
"NTE","47.1569","-1.6078","Nantes Atlantique Airport"
"GDV","47.1386","-104.8072","Glendive"
"TCM","47.1377","-122.4765","TACOMA MCCHORD AFB"
"GUW","47.1219","51.8214","Atyrau                                  "
"ONA","47.0944","-114.3968","KONA"
"EML","47.0933","8.3067","EMMEN"
"CET","47.0819","-0.8772","CHOLET/LE PONTREAU"
"GRF","47.0792","-122.5807","GRAY AAF AIRPORT FT LEWIS"
"MPW","47.0764","37.4511","MARIUPOL INTL"
"XRF","47.0667","3.0000","XXX"
"BOU","47.0644","2.3789","BOURGES"
"NLV","47.0581","31.9208","MYKOLAIV"
"LWT","47.0493","-109.4667","LEWISTOWN MUNI"
"DLE","47.0428","5.4350","Dole                                    "
"OMR","47.0253","21.9024","Oradea                                  "
"YCH","47.0078","-65.4492","MIRAMICHI"
"NVS","47.0036","3.1108","NEVERS/FOURCHAMBAULT"
"GRZ","46.9931","15.4392","Graz"
"HQM","46.9712","-123.9365","HOQUIAM/BOWERMAN"
"OLM","46.9694","-122.9025","OLYMPIA"
"LIZ","46.9504","-67.8859","LIMESTONE/LORING AFB"
"JMS","46.9297","-98.6782","JAMESTOWN REGIONAL"
"KIV","46.9283","28.9333","Chisinau                                "
"FAR","46.9207","-96.8158","Fargo"
"MSO","46.9163","-114.0906","Missoula"
"BRN","46.9122","7.4992","Berne Belp"
"PKD","46.9006","-95.0731","PARK RAPIDS MUNI - KONSHOK FLD"
"YOY","46.9","-71.5000","VALCARTIER"
"BXH","46.8933","75.0050","BALKHASH"
"UUS","46.8883","142.7167","Yuzhno-Sakhalinsk"
"CAR","46.8714","-68.0178","CARIBOU MUNI AIRPORT"
"CHR","46.8603","1.7211","CHATEAUROUX DEOLS"
"AFB","46.8433","6.9167","PAYERNE AFB"
"DLH","46.8421","-92.1936","Duluth International Apt"
"JMU","46.84","130.4617","Jiamusi"
"XCD","46.8283","-4.8169","CHALON/CHAMPFORGEUIL"
"DIK","46.7967","-102.8017","Dickinson"
"YQB","46.7911","-71.3933","Quebec International Airport"
"CLJ","46.7851","23.6861","Cluj-Napoca                             "
"FSP","46.7632","-56.1743","St Pierre"
"PUW","46.7439","-117.1096","Pullman"
"EDM","46.7025","-1.3817","LA ROCHE SUR YON/LES AJONCS"
"PQI","46.6883","-68.0450","Presque Isle"
"SOB","46.6863","17.1590","Balaton"
"TCG","46.6725","83.3408","Tacheng                                 "
"EIK","46.67","38.1800","Eisk"
"KLU","46.6428","14.3372","Klagenfurt"
"HLN","46.6067","-111.9827","Helena"
"PIS","46.5875","0.3067","Poitiers Biard Airport"
"DQA","46.5833","125.0000","Daqing"
"XOP","46.58","0.3000","Poitiers Rail (FR)"
"YKM","46.5682","-120.5441","Yakima Air Terminal"
"SMV","46.5344","9.8839","SAMEDAN"
"XMU","46.5344","3.4217","MOULINS/MONTBEUGNY"
"IWD","46.5275","-90.1314","  Ironwood"
"BCM","46.5219","26.9103","BACAU"
"YTM","46.51","-74.7500","Mont Tremblant"
"MBX","46.4799","15.6861","MARIBOR INTL"
"ANJ","46.4792","-84.3684","SAULT STE MARIE MUNI/SANDERSON"
"TGM","46.4677","24.4125","Tirgu Mures"
"BZO","46.4603","11.3267","Bolzano/Bozen"
"YSU","46.4406","-63.8336","SUMMERSIDE"
"MLS","46.4281","-105.8856","MILES CITY/FRANK WILEY"
"ODS","46.4269","30.6781","Odesa"
"SYT","46.4064","4.0211","SAINT-YAN"
"XZN","46.4","5.8333","XXX"
"BRD","46.3983","-94.1381","Brainerd"
"LWS","46.3745","-117.0154","Lewiston"
"ESL","46.3733","44.3317","Elista                                  "
"YYB","46.3636","-79.4228","North Bay                               "
"MQT","46.3536","-87.3954","Marquette"
"YRQ","46.3528","-72.6794","THETFORD MINES"
"YEL","46.3514","-82.5614","ELLIOT LAKE MUNICIPAL"
"QNX","46.2958","4.7958","MACON/CHARNAY"
"YYG","46.29","-63.1211","Charlottetown                           "
"ASF","46.2833","48.0083","Astrakhan"
"YMW","46.2728","-75.9906","MANIWAKI"
"PSC","46.2646","-119.1190","Pasco"
"CIU","46.2508","-84.4724","Sault Ste Marie Chippewa County Apt"
"QZD","46.2486","20.0907","SZEGED"
"GVA","46.2383","6.1094","Geneva"
"XYD","46.2353","5.1517","XXX"
"LJU","46.2245","14.4560","Ljubljana                               "
"SIR","46.2192","7.3269","SION"
"LRH","46.1792","-1.1953","La Rochelle"
"ARW","46.1765","21.2620","Arad"
"VHY","46.1717","3.4042","VICHY/CHARMEIL"
"BYN","46.1633","100.7041","Bayankhongor                            "
"YQY","46.1614","-60.0478","Sydney"
"HUL","46.1233","-67.7917","HOULTON"
"YQM","46.1122","-64.6786","Greater Moncton International Airport   "
"ALW","46.0946","-118.2879","Walla Walla"
"RNE","46.0528","3.9997","ROANNE/RENAISON"
"AOX","46.0525","63.2492","YUBILEYNYI/BAJKONUR"
"LUG","46.0036","8.9103","Lugano"
"QPJ","45.9892","18.2421","PECS/POGANY"
"BTM","45.9548","-112.4975","Butte"
"YWA","45.9522","-77.3192","PETAWAWA"
"UDN","45.9347","12.9422","UDINE RIVOLTO MIL"
"EGV","45.9323","-89.2683","  Eagle River"
"NCY","45.9308","6.1064","ANNECY/MEYTHET"
"ARV","45.9279","-89.7309","  Minocqua-Woodruff"
"RCO","45.8894","-0.9825","ROCHEFORT/ST. AGNANT"
"YZE","45.8853","-82.5678","GORE BAY MANITOULIN"
"YFC","45.8681","-66.5356","Fredericton"
"AXN","45.8663","-95.3947","ALEXANDRIA/CHANDLER FIELD"
"YTA","45.8644","-77.2517","PEMBROKE"
"LIG","45.8608","1.1803","Limoges"
"YEM","45.8428","-81.8581","MANITOWANING MANITOULIN EAST M"
"TRS","45.8275","13.4722","Trieste"
"IMT","45.8184","-88.1145","Iron Mountain"
"TSR","45.8098","21.3379","Timisoara                               "
"BIL","45.8077","-108.5429","Billings                                "
"SBZ","45.7867","24.0917","Sibiu"
"CFE","45.7858","3.1625","Clermont-Ferrand"
"BZN","45.7775","-111.1530","Bozeman"
"ZAG","45.7429","16.0688","Zagreb"
"AOT","45.7386","7.3681","AOSTA"
"ANG","45.7294","0.2192","Angouleme"
"LYN","45.7294","4.9389","LYON/BRON"
"LYS","45.7256","5.0811","Lyon St-Exupery Apt"
"ESC","45.7227","-87.0937","Escanaba"
"LVM","45.6994","-110.4483","LIVINGSTON MISSION FLD"
"PDT","45.6951","-118.8414","Pendleton                               "
"YMX","45.6779","-74.0386","MONTREAL INTL MIRABEL"
"BGY","45.6689","9.7003","Milan Bergamo/Orio al Serio Apt"
"CNG","45.6583","-0.3175","COGNAC/CHATEAUBERNARD"
"YPS","45.6567","-61.3681","PORT HAWKESBURY"
"TSF","45.6509","12.1979","Venice Treviso/Sant'Angelo Apt"
"MLT","45.6483","-68.6850","MILLINOCKET MUNI"
"CMF","45.6392","5.8800","CHAMBERY/AIX-LES-BAINS"
"XPJ","45.6333","-0.7500","XXX"
"RHI","45.6312","-89.4675","Rhinelander"
"MXP","45.63","8.7231","Milan Malpensa Apt"
"DLS","45.6185","-121.1673","COLUMBIA GORGE RGNL/DALLES MUN"
"HRB","45.6167","126.2500","Harbin                                  "
"PDX","45.5887","-122.5975","Portland                                "
"VIC","45.5717","11.5269","VICENZA"
"PLN","45.5709","-84.7967","Pellston"
"TTD","45.5494","-122.4013","PORTLAND/TROUTDALE"
"STC","45.5466","-94.0599","St Cloud Municipal Apt"
"MBG","45.5464","-100.4081","MOBRIDGE MUNI"
"MIL","45.5406","9.2022","MILANO/BRESSO"
"HIO","45.5404","-122.9498","PORTLAND/HILLSBORO"
"EBU","45.5342","4.2972","St-Etienne"
"YND","45.5214","-75.5642","OTTAWA/GATINEAU"
"YHU","45.5175","-73.4169","Montreal St Hubert Apt                  "
"VCE","45.5053","12.3511","Venice Marco Polo Apt"
"POW","45.4734","13.6150","PORTOROZ/INTL"
"YUL","45.4706","-73.7408","Montreal Pierre Elliott Trudeau Int Apt "
"OSI","45.4627","18.8102","Osijek"
"YRO","45.4603","-75.6461","OTTAWA/ROCKCLIFFE"
"LIN","45.4494","9.2783","Milan Linate Apt                        "
"YSC","45.4386","-71.6914","SHERBROOKE"
"VBS","45.4289","10.3306","BRESCIA/MONTICHIARI"
"CRS","45.4203","22.2522","CARANSEBES"
"PZQ","45.4071","-83.8129","PRESQUE ISLE COUNTY AIRPORT"
"WKJ","45.4041","141.8009","Wakkanai"
"VRN","45.3964","10.8881","Verona Villafranca Airport"
"QPA","45.3953","11.8483","PADOVA"
"KHC","45.3731","36.4044","KERCH INTL"
"GNB","45.3631","5.3328","GRENOBLE ST GEOIRS"
"YOW","45.3226","-75.6691","McDonald -  Cartier Intl Apt            "
"YSJ","45.3167","-65.8903","St John"
"YJN","45.2944","-73.2811","ST-JEAN"
"ZBM","45.2908","-72.7414","BROMONT"
"RJK","45.2169","14.5703","Rijeka"
"TRN","45.2025","7.6494","Turin Caselle Airport"
"PGX","45.1975","0.8153","Perigueux"
"BVE","45.1494","1.4744","Brive-la-Gaillarde"
"SMN","45.1238","-113.8813","SALMON - LEMHI COUNTY"
"TDK","45.1222","78.4433","TALDYKORGAN"
"STW","45.1083","42.1133","Stavropol"
"YCC","45.0925","-74.5683","CORNWALL REGIONAL"
"LPY","45.0797","3.7633","Le Puy"
"APN","45.0781","-83.5603","Alpena"
"TCE","45.0629","28.7144","TULCEA/CATALOI"
"ZTC","45.06","7.6600","Turin Bus IT"
"SIP","45.0386","33.9831","Simferopol"
"AAQ","45.0017","37.3483","Anapa"
"YZX","44.9844","-64.9169","GREENWOOD"
"YQA","44.9747","-79.3033","MUSKOKA"
"OLD","44.9542","-68.6794","OLD TOWN/DEWITT FIELD"
"BNX","44.9417","17.3033","Banja Luka                              "
"MSS","44.9358","-74.8456","Massena"
"STP","44.9344","-93.0600","ST. PAUL/DOWNTOWN HOLMAN FIELD"
"XHK","44.93","4.9000","Valence Rail FR"
"AUW","44.9285","-89.6266","WAUSAU DOWNTOWN"
"BJY","44.9236","20.2790","BEOGRAD/BATAJNICA"
"BVV","44.92","147.6217","Iturup Island"
"VAF","44.9156","4.9686","VALENCE/CHABEUIL"
"QPZ","44.9138","9.7205","PIACENZA"
"SLE","44.9095","-123.0025","SALEM - MCNARY FIELD"
"BPL","44.9038","82.0708","Bole                                    "
"AUR","44.8975","2.4167","Aurillac"
"PUY","44.8935","13.9222","Pula"
"MYL","44.8897","-116.1014","MC CALL MUNICIPAL"
"YHZ","44.8808","-63.5086","Halifax Stanfield International Apt     "
"EAU","44.8658","-91.4843","Eau Claire"
"AST","44.8373","-117.8075","ASTORIA"
"BKE","44.8373","-117.8091","BAKER CITY MUNI"
"BOD","44.8286","-0.7153","Bordeaux Merignac Apt"
"EGC","44.8244","0.5206","Bergerac"
"PMF","44.8222","10.2953","Milan Parma Apt                         "
"BEG","44.8194","20.3125","Belgrade"
"TLY","44.81","136.2900","Plastun"
"BGR","44.8074","-68.8281","Bangor"
"CWA","44.7776","-89.6668","Wausau Central Wisconsin Apt"
"SHR","44.7692","-106.9803","Sheridan"
"YVV","44.7458","-81.1072","WIARTON"
"TVC","44.74","-85.5817","Traverse City"
"KZO","44.7061","65.5917","Kyzylorda"
"UKS","44.6917","33.5767","Sevastopol"
"WYS","44.6883","-111.1175","WEST YELLOWSTONE"
"PLB","44.6875","-73.5245","PLATTSBURG"
"YEE","44.6833","-79.9283","MIDLAND HURONIA"
"OGS","44.6819","-75.4656","Ogdensburg"
"PBG","44.6509","-73.4681","Plattsburgh"
"YAW","44.6397","-63.4994","HALIFAX SHEARWATER"
"CLI","44.6133","-88.7317","CLINTONVILLE"
"XAC","44.5819","-1.1147","ARCACHON LA TESTE DE BUCH"
"ONP","44.5804","-124.0579","  Newport"
"GDZ","44.5703","38.0122","Gelendzhik                              "
"LSZ","44.5659","14.3932","LOSINJ"
"CUF","44.5483","7.6222","Cuneo"
"RWF","44.5472","-95.0823","REDWOOD FALLS MUNI"
"OBS","44.5394","4.3717","AUBENAS/ARDECHE MERIDIONALE"
"BLQ","44.5306","11.2969","Bologna Guglielmo Marconi               "
"MDG","44.5278","129.5667","Mudanjiang"
"COD","44.5202","-109.0238","Cody"
"GEY","44.5168","-108.0828","SOUTH BIG HORN CO."
"MEN","44.5042","3.5275","MENDE/BRENOUX"
"BBU","44.5035","26.1036","BUCHAREST/BANEASA-AUREL VLAICU"
"GRB","44.4851","-88.1296","Green Bay"
"BTV","44.4718","-73.1532","Burlington"
"TZL","44.4587","18.7248","Tuzla"
"OSC","44.4515","-83.3940","OSCODA-WURTSMITH AFB"
"BHB","44.4498","-68.3616","Bar Harbor                              "
"GOA","44.4131","8.8378","Genoa"
"RDZ","44.4075","2.4833","Rodez"
"SLK","44.3853","-74.2062","Saranac Lake"
"HON","44.3852","-98.2285","Huron                                   "
"PIR","44.3827","-100.2860","Pierre                                  "
"CND","44.3621","28.4885","Constanta                               "
"HTL","44.3597","-84.6711","HOUGHTON LAKE ROSCOMMON CO"
"ZAO","44.3506","1.4786","CAHORS LALBENQUE"
"GCC","44.3489","-105.5394","Gillette"
"AUG","44.32","-69.7967","Augusta                                 "
"CRA","44.3181","23.8885","Craiova                                 "
"MBE","44.3039","143.4040","Monbetsu                                "
"MBL","44.2724","-86.2469","Manistee"
"KVR","44.27","135.0200","Kavalerovo"
"ATW","44.2581","-88.5191","Appleton"
"RDM","44.2541","-121.1500","Redmond"
"YPQ","44.23","-78.3633","PETERBOROUGH"
"YGK","44.2253","-76.5969","Kingston Norman Rogers Apt"
"MPV","44.2035","-72.5623","EDWARD F KNAPP STATE/BARRE"
"FRL","44.1964","12.0706","FORLI"
"AGF","44.1747","0.5906","Agen"
"XOG","44.14","4.8686","ORANGE"
"EUG","44.1245","-123.2120","Eugene"
"YTR","44.1189","-77.5281","TRENTON"
"ZAD","44.1083","15.3467","Zadar                                   "
"XAS","44.0728","4.1431","ALES/DEAUX"
"RKD","44.0601","-69.0992","Rockland"
"GTB","44.0556","-75.7195","WHEELER SACK AAF"
"PHP","44.0486","-101.5991","PHILIP"
"ALL","44.0467","8.1264","ALBENGA"
"RAP","44.0453","-103.0575","Rapid City Regional Apt"
"RMI","44.0194","12.6094","Rimini"
"CGQ","43.9983","125.6883","Changchun"
"ART","43.9919","-76.0217","Watertown"
"OSH","43.9844","-88.5571","OSHKOSH WITTMAN REGIONAL"
"WRL","43.9657","-107.9508","Worland"
"YIN","43.9558","81.3303","Yining"
"XIL","43.9156","115.9639","Xilinhot"
"LBI","43.9133","2.1167","ALBI/LE SEQUESTRE"
"RST","43.9083","-92.5000","Rochester Municipal Apt"
"AVN","43.9067","4.9019","Avignon Caumont Airport                 "
"NHZ","43.8917","-69.9425","BRUNSWICK NAS"
"MMB","43.8806","144.1641","Memambetsu"
"LSE","43.8797","-91.2569","La Crosse"
"ZYN","43.8667","4.4000","Nimes Rail FR"
"YKZ","43.8622","-79.3700","TORONTO BUTTONVILLE MUNI"
"SCO","43.86","51.0919","Aktau"
"YQI","43.8269","-66.0881","YARMOUTH"
"SJJ","43.8246","18.3315","Sarajevo"
"FLR","43.8097","11.2039","Florence Amerigo Vespucci               "
"FNI","43.7575","4.4164","Nimes"
"YZD","43.7428","-79.4656","TORONTO/DOWNSVIEW"
"MCM","43.7256","7.4203","Monaco"
"PSA","43.6827","10.3955","Pisa"
"YYZ","43.6772","-79.6306","Lester B Pearson Intl                   "
"AKJ","43.6707","142.4475","Asahikawa"
"NCE","43.6653","7.2150","Nice"
"ERL","43.66","112.0000","Erenhot"
"PWM","43.6462","-70.3093","Portland                                "
"YTZ","43.6275","-79.3961","Bishop Billy City A/P"
"LEB","43.6261","-72.3042","Lebanon                                 "
"AOI","43.6167","13.3603","Ancona"
"JAC","43.6073","-110.7378","Jackson"
"BNO","43.5919","-118.9554","BURNS"
"DLZ","43.5917","104.4299","Dalanzadgad                             "
"MPL","43.5833","3.9614","Montpellier Mediterranee Apt            "
"SHB","43.5775","144.9598","Nakashibetsu"
"XYT","43.5767","1.4750","TOULOUSE MONTAUDRAN"
"LCI","43.5736","-71.4189","LACONIA MUNICIPAL"
"BOI","43.5644","-116.2228","Boise"
"OVD","43.5636","-6.0346","Asturias"
"TGO","43.5567","122.1997","Tongliao"
"CEQ","43.5464","6.9542","CANNES/MANDELIEU"
"SPU","43.5389","16.2980","Split"
"MBS","43.5331","-84.0797","Saginaw"
"RUT","43.5299","-72.9496","Rutland"
"QIE","43.5225","4.9242","ISTRES/LE TUBE"
"IDA","43.5145","-112.0702","Idaho Falls"
"NAL","43.5133","43.6378","NALCHIK"
"SUN","43.5044","-114.2962","HAILEY - FRIEDMAN MEMORIAL"
"QXB","43.5017","5.3708","AIX-LES MILLES"
"BIQ","43.4683","-1.5311","Biarritz                                "
"YKF","43.4608","-80.3786","Toronto Region of Waterloo Int"
"MRS","43.4367","5.2150","Marseille Provence Apt"
"SDR","43.4271","-3.8200","Santander"
"OTH","43.4171","-124.2460","North Bend"
"NLT","43.41","83.3600","Xinyuan"
"VVO","43.3983","132.1467","Vladivostok"
"PUF","43.38","-0.4186","Pau"
"EAS","43.3565","-1.7906","San Sebastian"
"ALA","43.3519","77.0406","Almaty"
"GFL","43.3411","-73.6103","GLENS FALLS FLOYD BENNETT MEML"
"INI","43.3373","21.8537","NIS"
"BZR","43.3233","3.3533","Beziers                                 "
"LCG","43.3021","-8.3773","A Coruna"
"BIO","43.3011","-2.9106","Bilbao                                  "
"BWK","43.2857","16.6797","Brac                                    "
"YCE","43.2856","-81.5083","CENTRALIA/HURON AIRPARK"
"OMO","43.2829","17.8459","Mostar"
"SAY","43.2597","11.2558","SIENA/AMPUGNANO"
"CTT","43.2522","5.7836","LE CASTELLET"
"RME","43.2338","-75.4070","GRIFFISS AIRPARK AIRPORT"
"VAR","43.2319","27.8253","Varna"
"CCF","43.2158","2.3086","Carcassonne                             "
"LTT","43.2064","6.4825","LA MOLE"
"CON","43.2033","-71.5017","CONCORD"
"YSN","43.1917","-79.1717","ST. CATHARINES/NIAGARA"
"LDE","43.1856","-0.0028","Lourdes/Tarbes"
"YHM","43.1736","-79.9350","Toronto John C Munro Hamilton"
"MKG","43.1695","-86.2382","Muskegon"
"MCW","43.1578","-93.3314","MASON CITY MUNI"
"GOZ","43.1517","25.7117","GORNA/ORYAHOVITSA"
"UCA","43.1451","-75.3839","UTICA / ONEIDA COUNTY"
"MSN","43.1399","-89.3375","Madison"
"XFV","43.1314","-80.3425","BRANTFORD"
"ROC","43.1189","-77.6724","Rochester                               "
"OKD","43.1175","141.3814","SAPPORO"
"SYR","43.1112","-76.1063","Syracuse"
"XZV","43.11","5.9300","Toulon TGV Station FR"
"IAG","43.1073","-78.9462","Niagara Falls                           "
"PEG","43.0983","12.5111","Perugia"
"TLN","43.0972","6.1461","Toulon/Hyeres"
"RIW","43.0642","-108.4598","Riverton                                "
"FRU","43.0617","74.4783","Bishkek"
"MUO","43.0435","-115.8726","MOUNTAIN HOME AFB"
"KUH","43.0383","144.1969","Kushiro"
"YXU","43.0356","-81.1539","London International                    "
"YZR","42.9994","-82.3089","Sarnia Chris Hadfield Apt"
"FNT","42.9654","-83.7436","Flint                                   "
"MKE","42.9472","-87.8966","Milwaukee General Mitchell Intl Apt"
"BUF","42.9405","-78.7322","Buffalo                                 "
"MHT","42.9326","-71.4357","Manchester                              "
"PIH","42.9098","-112.5959","Pocatello"
"CPR","42.9079","-106.4643","Casper"
"SCQ","42.8963","-8.4151","Santiago de Compostela"
"VIT","42.8828","-2.7245","VITORIA/FORONDA"
